#,Token,,Price,Change (%),Volume (24H),Circulating Market Cap,Onchain Market Cap,Holders,Id
1296,MediShares(MDS),,$0.00010.000000 ETH,-3.96%,"$1,851.00 ","$148,337.00 ","$259,600.00 ",152110.00%,0x66186008C1050627F979d464eABb258860563dbE
1297,8PAY Network v2(8PAY v2),,$0.00230.000001 ETH,-2.30%,$476.00 ,"$147,833.00 ","$203,015.11 ",880.00%,0x06ddb3a8bc0abc14f85e974cf1a93a6f8d4909d9
1298,Cap(CAP),,$1.470.000472 ETH,47.99%,$33.00 ,"$147,557.00 ","$147,000.00 ",6180.32%,0x43044f861ec040db59a7e324c40507addb673142
1299,FTI(FTI),,$0.000.000000 ETH,-1.61%,"$1,202,168.00 ","$146,726.00 ","$116,644.50 ",1412690.00%,0x943ed852dadb5c3938ecdc6883718df8142de4c8
1300,Digg(DIGG),,$576.880.185209 ETH,-4.66%,$518.00 ,"$145,726.00 ","$331,129.12 ",56650.00%,0x798d1be841a82a273720ce31c822c61a67a601c3
1301,Dejitaru Hoshi(HOSHI),,$0.00010.000000 ETH,14.96%,"$22,057.00 ","$145,513.00 ","$145,370.00 ",14240.07%,0x5362ca75aa3c0e714bc628296640c43dc5cb9ed6
1302,WePower(WPR),,$0.00020.000000 ETH,0.05%,$0.00 ,"$145,421.00 ","$178,009.98 ",513440.00%,0x4CF488387F035FF08c371515562CBa712f9015d4
1303,Crypto20(C20),,$0.00360.000001 ETH,-5.18%,$0.00 ,"$145,159.00 ","$146,215.09 ",143590.00%,0x26e75307fc0c021472feb8f727839531f112f317
1304,Cross-Chain Bridge Token(BRIDGE),,$0.00270.000001 ETH,--,$10.00 ,"$144,948.00 ","$24,429.02 ",377,0x92868a5255c628da08f550a858a802f5351c5223
1305,Radar(RADAR),,$0.00290.000001 ETH,-4.17%,$5.00 ,"$143,586.00 ","$249,377.25 ",16150.00%,0xf9fbe825bfb2bf3e387af0dc18cac8d87f29dea8
1306,OpenBlox Token(OBX),,$0.000.000000 ETH,-1.16%,"$10,005.00 ","$140,592.00 ","$79,051.73 ",460.00%,0x188fb5f5ae5bbe4154d5778f2bbb2fb985c94d25
1307,hiMFERS(hiMFERS),,$0.00070.000000 ETH,-5.24%,"$4,911.00 ","$140,245.00 ","$39,534.18 ",320.00%,0xB755D5bC7de83232b9df1886bD5CdB38895933B0
1308,Sentinel Chain(SENC),,$0.00050.000000 ETH,-0.18%,"$2,457.00 ","$139,969.00 ","$226,520.00 ",39890.00%,0xa13f0743951b4f6e3e3aa039f682e17279f52bc3
1309,Fuel Token(FUEL),,$0.00010.000000 ETH,5.29%,$175.00 ,"$136,438.00 ","$137,800.00 ",625570.00%,0xea38eaa3c86c8f9b751533ba2e562deb9acded40
1310,unshETHing_Token(USH),,$0.00280.000001 ETH,-6.04%,$81.00 ,"$135,822.00 ","$406,757.93 ",16600.06%,0xe60779cc1b2c1d0580611c526a8df0e3f870ec48
1311,Gas DAO(GAS),,$0.000.000000 ETH,-3.78%,"$26,573.00 ","$135,767.00 ","$473,717.00 ",451550.00%,0x6bba316c48b49bd1eac44573c5c871ff02958469
1312,Delphy Token(DPY),,$0.00220.000001 ETH,-5.69%,"$4,574.00 ","$135,232.00 ","$222,048.00 ",62620.00%,0x6c2adc2073994fb2ccc5032cc2906fa221e9b391
1313,Falcon(FNT),,$0.000.000000 ETH,--,$5.00 ,"$133,177.00 ","$813,450.00 ",39780.00%,0xdc5864ede28bd4405aa04d93e05a0531797d9d59
1314,TokenBot(TKB),,$0.00020.000000 ETH,6.28%,"$49,237.00 ","$132,282.00 ","$224,608.22 ",3120.00%,0x16594930D16f3970e1a4317c6016555cb2e7b7Fc
1315,Drops Ownership Power(DOP),,$0.00980.000003 ETH,57.32%,"$86,397.00 ","$132,127.00 ","$147,264.75 ",20730.00%,0x6bb61215298f296c55b19ad842d3df69021da2ef
1316,Genaro X(GNX),,$0.00040.000000 ETH,1.01%,"$5,093.00 ","$132,009.00 ","$282,958.00 ",405230.00%,0x6ec8a24cabdc339a06a172f8223ea557055adaa5
1317,UBEX Token(UBEX),,$0.000.000000 ETH,-5.07%,$274.00 ,"$130,591.00 ","$154,985.24 ",153940.00%,0x6704b673c70de9bf74c8fba4b4bd748f0e2190e1
1318,hiUNDEAD(hiUNDEAD),,$0.00020.000000 ETH,-7.41%,"$9,826.00 ","$130,277.00 ","$43,885.80 ",40,0x70d0ff0d3b3F5E69220c09bEFC70606Fa5F89293
1319,X8XToken(X8X),,$0.00170.000001 ETH,-5.26%,$138.00 ,"$129,891.00 ","$142,707.30 ",12350.00%,0x910dfc18d6ea3d6a7124a6f8b5458f281060fa4c
1320,Shack Token(SHACK),,$0.00010.000000 ETH,-2.31%,$13.00 ,"$129,350.00 ","$701,259.30 ",210.00%,0x5f018e73C185aB23647c82bD039e762813877f0e
1321,GoWithMi(GMAT),,$0.000.000000 ETH,0.07%,"$4,751.00 ","$129,259.00 ","$707,150.69 ",36020.00%,0xa110eeebc0751407bdcaea4cd230f04a2b82a33a
1322,ZKE(ZKE),,$0.07480.000024 ETH,-7.41%,"$1,113.00 ","$129,181.00 ",$67.28 ,1,0x9BD69bC59118cE0FBce9B03551A765a779bD25Cf
1323,XIO Network(XIO),,$0.00340.000001 ETH,-2.61%,$34.00 ,"$128,961.00 ","$344,887.00 ",46400.00%,0x0f7F961648aE6Db43C75663aC7E5414Eb79b5704
1324,Impossible Finance(IF),,$0.01280.000004 ETH,-1.60%,$48.00 ,"$128,633.00 ",$20.58 ,50.00%,0xb0e1fc65c1a741b4662b813eb787d369b8614af1
1325,Butterfly Protocol Governance Token(BFLY),,$0.00680.000002 ETH,--,$30.00 ,"$128,031.00 ","$659,887.72 ",28910.00%,0xf680429328caaacabee69b7a9fdb21a71419c063
1326,FusionBot(FUSION),,$0.12730.000041 ETH,-3.13%,$72.00 ,"$127,252.00 ","$127,244.62 ",732,0x6230f552A1c825D02E1140Ccc0d3f5EEEC81ca84
1327,Rug(RUG),,$12.720.004084 ETH,-18.62%,$4.00 ,"$127,184.00 ","$127,200.00 ",0,0xbE33F57f41a20b2f00DEc91DcC1169597f36221F
1328,Creaticles(CRE8),,$0.00090.000000 ETH,-2.06%,"$3,316.00 ","$125,712.00 ","$923,860.00 ",5010.00%,0xc36b4311B21Fc0c2eAd46f1eA6ce97c9C4D98D3d
1329,Triall(TRL),,$0.00290.000001 ETH,-8.08%,"$3,184.00 ","$122,883.00 ","$447,040.54 ",12270.00%,0x58f9102bf53cf186682bd9a281d3cd3c616eec41
1330,Idavoll(IDV),,$0.00020.000000 ETH,-12.72%,"$3,162.00 ","$120,356.00 ","$305,100.00 ",6420.00%,0x45448e05020576929fcdeabc228e35b420098840
1331,Skrumble Network V2(SKM),,$0.00010.000000 ETH,-0.10%,"$3,404.00 ","$118,930.00 ","$169,245.00 ",115230.00%,0x048fe49be32adfc9ed68c37d32b5ec9df17b3603
1332,IronBank(IB),,$0.62340.000200 ETH,--,$21.00 ,"$118,353.00 ","$134,079.15 ",500.00%,0x00a35fd824c717879bf370e70ac6868b95870dfb
1333,PolkaRareToken(PRARE),,$0.00230.000001 ETH,-0.37%,"$3,111.00 ","$117,826.00 ","$230,338.00 ",13810.00%,0x2c2f7e7c5604d162d75641256b80f1bf6f4dc796
1334,BAC(BAC),,$0.00220.000001 ETH,0.45%,$693.00 ,"$117,597.00 ","$117,649.50 ",29590.00%,0x3449fc1cd036255ba1eb19d65ff4ba2b8903a69a
1335,Bent Token(BENT),,$0.01660.000005 ETH,-4.83%,$63.00 ,"$117,063.00 ","$844,038.31 ",3450.00%,0x01597e397605bf280674bf292623460b4204c375
1336,CTRL(CTRL),,$0.01880.000006 ETH,--,$19.00 ,"$116,580.00 ","$188,305.10 ",4530.00%,0x556bB0B27E855e6f2cEBb47174495B9BBEB97fF1
1337,Orion Money Token(ORION),,$0.00120.000000 ETH,6.08%,"$3,622.00 ","$116,554.00 ","$1,226,560.00 ",22900.00%,0x727f064a78dc734d33eec18d5370aef32ffd46e4
1338,Truefeedback(TFBX),,$0.000.000000 ETH,-0.83%,"$26,240.00 ","$116,093.00 ","$140,326.86 ",7740.00%,0x4057db5bd9f67a566aa10e5587b1a964affc6a16
1339,Cook Token(COOK),,$0.00010.000000 ETH,-5.85%,"$1,183.00 ","$113,695.00 ","$1,301,403.04 ",37890.00%,0xff75ced57419bcaebe5f05254983b013b0646ef5
1340,Pixel(PIXE),,$0.00110.000000 ETH,-11.45%,$61.00 ,"$112,919.00 ","$112,919.00 ",755,0x6a26Edf3bBC9F154ca9175216CEB9812f5305e6E
1341,Beyond Protocol(BP),,$0.00070.000000 ETH,-2.57%,"$3,330.00 ","$112,612.00 ","$341,124.17 ",23550.00%,0xdF290B162a7D3E0A328cF198308D421954f08b94
1342,DOS Network Token(DOS),,$0.00080.000000 ETH,7.17%,"$1,208.00 ","$111,957.00 ","$789,351.32 ",92540.01%,0x0A913beaD80F321E7Ac35285Ee10d9d922659cB7
1343,Everex(EVX),,$0.0050.000002 ETH,-5.09%,"$8,644.00 ","$110,065.00 ","$126,181.50 ",78210.00%,0xf3db5fa2c66b7af3eb0c0b782510816cbe4813b8
1344,Sharedstake.finance(SGT),,$0.04020.000013 ETH,-4.76%,$257.00 ,"$109,073.00 ","$357,043.18 ",12780.00%,0x24c19f7101c1731b85f1127eaa0407732e36ecdd
1345,Aluna(ALN),,$0.0030.000001 ETH,-2.89%,$204.00 ,"$107,254.00 ","$301,829.33 ",28250.00%,0x8185bc4757572da2a610f887561c32298f1a5748
1346,PlayNity token (Wormhole)(PLY),,$0.00120.000000 ETH,-0.11%,$3.00 ,"$103,924.00 ","$11,182.29 ",440.00%,0x20d60c6eb195868d4643f2c9b0809e4de6cc003d
1347,Finxflo(FXF),,$0.00110.000000 ETH,3.89%,"$1,282.00 ","$103,427.00 ","$161,536.50 ",59740.00%,0x8a40c222996f9f3431f63bf80244c36822060f12
1348,SatsBridge(SABR),,$0.00050.000000 ETH,-2.28%,"$53,317.00 ","$102,908.00 ","$234,435.00 ",747,0x9ca98c8b217c3b45074834908555d36af2ac6449
1349,hiBEANZ(hiBEANZ),,$0.00060.000000 ETH,19.75%,"$154,138.00 ","$102,746.00 ","$65,272.22 ",230.00%,0x23ddBD36547d43627afa9B42d4e9FB0515F48B09
1350,Dragonball Z Tribute(DBZ),,$0.000.000000 ETH,0.23%,"$769,330.00 ","$101,138.00 ","$129,520.93 ","1,724",0x9dcaf532dba85e565bf6b425f07377ec2bb6f46a
1351,AppCoins(APPC),,$0.00090.000000 ETH,-0.03%,$30.00 ,"$100,884.00 ","$207,412.60 ",112540.00%,0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db
1352,HASHGARD(GARD),,$0.000.000000 ETH,-0.50%,"$6,016.00 ","$99,803.00 ","$998,025.37 ",106250.34%,0x5c64031c62061865e5fd0f53d3cdaef80f72e99d
1353,UREEQA Token(URQA),,$0.00250.000001 ETH,-16.14%,"$35,592.00 ","$99,801.00 ","$245,506.00 ",34280.00%,0x1735db6ab5baa19ea55d0adceed7bcdc008b3136
1354,Signata(SATA),,$0.00490.000002 ETH,--,$7.00 ,"$97,289.00 ","$493,748.00 ",13200.00%,0x3ebb4a4e91ad83be51f8d596533818b246f4bee1
1355,Shadows Network(DOWS),,$0.00360.000001 ETH,-3.86%,$0.00 ,"$95,903.00 ","$163,215.44 ",39810.00%,0x661ab0ed68000491d98c796146bcf28c20d7c559
1356,Demeter(DEO),,$0.01860.000006 ETH,-1.70%,$288.00 ,"$95,819.00 ","$15,723.72 ",610.00%,0x5e7f20e72c21f6d0bf0a2814fd4164176401cf8e
1357,BCDN(BCDN),,$0.00030.000000 ETH,-7.06%,"$4,587.00 ","$95,149.00 ","$274,630.00 ",332360.00%,0x1e797Ce986C3CFF4472F7D38d5C4aba55DfEFE40
1358,xToken(XTK),,$0.00020.000000 ETH,--,$50.00 ,"$93,624.00 ","$231,440.00 ",34070.00%,0x7f3edcdd180dbe4819bd98fee8929b5cedb3adeb
1359,IQ Protocol Token(IQT),,$0.00820.000003 ETH,-11.23%,"$113,899.00 ","$90,619.00 ","$8,191,921.11 ","10,461-0.010%",0x6dDa263994aAB33F5Ed612294E26f2A13DF0dA05
1360,Float Bank(BANK),,$0.66710.000214 ETH,1.61%,$288.00 ,"$89,632.00 ","$203,972.27 ",29790.00%,0x24a6a37576377f63f194caa5f518a60f45b42921
1361,DeFiner(FIN),,$0.00060.000000 ETH,-5.66%,"$30,068.00 ","$88,178.00 ","$99,808.80 ",21670.00%,0x054f76beED60AB6dBEb23502178C52d6C5dEbE40
1362,APY Governance Token(APY),,$0.00130.000000 ETH,-2.12%,$10.00 ,"$87,804.00 ","$132,096.00 ",128880.00%,0x95a4492F028aa1fd432Ea71146b433E7B4446611
1363,Berry(BERRY),,$0.00030.000000 ETH,-2.22%,$81.00 ,"$87,152.00 ","$87,152.84 ","7,178-0.014%",0x6aeb95f06cda84ca345c2de0f3b7f96923a44f4c
1364,I HOUSE TOKEN(IHT),,$0.00010.000000 ETH,1.50%,"$3,265.00 ","$85,416.00 ","$85,538.80 ",614260.00%,0xeda8b016efa8b1161208cf041cd86972eee0f31e
1365,404 Bakery(BAKE),,$0.00090.000000 ETH,--,$0.00 ,"$84,789.00 ","$89,748.18 ",29110.00%,0x44FAcE2e310E543F6D85867eB06FB251e3bFE1fC
1366,DOVU(DOV),,$0.00010.000000 ETH,--,$0.00 ,"$83,457.00 ","$84,120.41 ",75340.01%,0xac3211a5025414af2866ff09c23fc18bc97e79b1
1367,The Crypto Prophecies(TCP),,$0.00070.000000 ETH,-0.03%,"$5,296.00 ","$82,116.00 ","$175,870.00 ","1,574",0x06576eb3b212d605b797dc15523d9dc9f4f66db4
1368,Primas(PST),,$0.00160.000001 ETH,-10.92%,"$1,189.00 ","$81,164.00 ","$158,579.00 ","6,098",0xe3fedaecd47aa8eab6b23227b0ee56f092c967a9
1369,Vera(VERA),,$0.00030.000000 ETH,-3.08%,"$87,197.00 ","$80,872.00 ","$318,710.00 ",16320.18%,0xd7f0cc50ad69408ae58be033f4f85d2367c2e468
1370,Honkler(HONKLER),,$0.00110.000000 ETH,5.14%,"$73,810.00 ","$80,094.00 ","$80,052.54 ",11040.00%,0x69d26c4901765ffa6d7716045b680c9574cb00b5
1371,DeHive.finance(DHV),,$0.01970.000006 ETH,-0.28%,"$3,324.00 ","$79,333.00 ","$131,563.26 ",20180.00%,0x62dc4817588d53a056cbbd18231d91ffccd34b2a
1372,Akropolis Delphi(ADEL),,$0.00410.000001 ETH,0.31%,"$5,011.00 ","$77,161.00 ","$123,904.20 ",44940.00%,0x94d863173ee77439e4292284ff13fad54b3ba182
1373,Asap Sniper Bot(ASAP),,$0.00010.000000 ETH,-1.66%,$117.00 ,"$77,009.00 ","$129,540.00 ",195,0x6522f491Df42651cf5E6636B7261Adaa096d095F
1374,0xMonero(0xMR),,$0.0410.000013 ETH,-3.67%,$674.00 ,"$76,520.00 ","$754,819.69 ",9090.00%,0x035df12e0f3ac6671126525f1015e47d79dfeddf
1375,GemieToken(GEM),,$0.00060.000000 ETH,-5.39%,"$35,814.00 ","$76,418.00 ","$649,758.13 ",4200.00%,0x9008064e6cf73e27a3aba4b10e69f855a4f8efcc
1376,HedgePay(HPAY),,$0.00050.000000 ETH,-1.74%,$7.00 ,"$75,988.00 ",$44.34 ,20.00%,0x6d46c52805a4f94ef31082634ba75118df9f92e0
1377,$Poolz Finance(POOLZ),,$0.01630.000005 ETH,--,$1.00 ,"$73,732.00 ","$81,171.43 ",50760.00%,0x69A95185ee2a045CDC4bCd1b1Df10710395e4e23
1378,hiFRIENDS(hiFRIENDS),,$0.00040.000000 ETH,21.85%,"$150,490.00 ","$72,526.00 ","$127,121.43 ",22,0xeb2f5A4e1441dF330670Dc7B0cf4eaC0f7ab5fa5
1379,Zebi Coin(ZCO),,$0.00010.000000 ETH,-0.11%,$1.00 ,"$71,620.00 ",$0.00 ,73160.00%,0x2008e3057bd734e10ad13c9eae45ff132abc1722
1380,UltrainGas(UGAS),,$0.00030.000000 ETH,--,"$63,610.00 ","$70,753.00 ","$250,680.00 ",53840.00%,0x8716fc5da009d3a208f0178b637a50f4ef42400f
1381,KOK Coin(KOK),,$0.00060.000000 ETH,-5.34%,"$53,234.00 ","$69,822.00 ","$3,249,250.00 ",1855560.00%,0x9b9647431632af44be02ddd22477ed94d14aacaa
1382,MIS(MIS),,$0.19340.000062 ETH,-6.15%,"$3,852.00 ","$69,440.00 ","$193,388.19 ",8750.00%,0x4b4d2e899658fb59b1d518b68fe836b100ee8958
1383,MIS3(MIS3),,$0.19340.000062 ETH,-6.15%,"$3,852.00 ","$69,440.00 ","$96,694.00 ",249,0x024b6e7dc26f4d5579bdd936f8d7bc31f2339999
1384,TESLA(TSL),,$0.00010.000000 ETH,-3.94%,$34.00 ,"$67,375.00 ","$115,670.00 ",42610.00%,0x03806ce5ef69bd9780edfb04c29da1f23db96294
1385,Asymetrix Governance Token(ASX),,$0.01250.000004 ETH,--,$7.00 ,"$66,227.00 ","$1,243,943.01 ",4290.00%,0x67d85a291fcdc862a78812a3c26d55e28ffb2701
1386,BASv2(BASv2),,$0.16070.000052 ETH,4.91%,"$1,407.00 ","$65,815.00 ","$166,312.95 ",12500.00%,0x106538cc16f938776c7c180186975bca23875287
1387,REMME(REM),,$0.00010.000000 ETH,-3.92%,"$5,347.00 ","$65,444.00 ","$69,310.00 ",51610.00%,0x83984d6142934bb535793a82adb0a46ef0f66b6d
1388,SIRIN(SRN),,$0.00010.000000 ETH,-5.39%,$2.00 ,"$65,292.00 ","$70,118.96 ",264320.00%,0x68d57c9a1c35f63e2c83ee8e49a64e9d70528d25
1389,DLP Duck Token(DUCK),,$0.00210.000001 ETH,-1.10%,$114.00 ,"$65,286.00 ","$142,264.30 ",36990.00%,0xc0ba369c8db6eb3924965e5c4fd0b4c1b91e305f
1390,Delta(DLT),,$0.00080.000000 ETH,-4.07%,$0.00 ,"$63,593.00 ","$101,016.06 ",92640.00%,0x07e3c70653548b04f0a75970c1f81b4cbbfb606f
1391,Nerd Token(NERD),,$0.00480.000002 ETH,-1.31%,"$3,990.00 ","$63,459.00 ","$479,428.07 ",13910.00%,0xed1273928ba97eed7b49e82c2f39d512d7591112
1392,Arbismart Token(RBIS),,$0.00030.000000 ETH,-3.85%,$91.00 ,"$60,767.00 ","$140,418.00 ",41670.02%,0xf34b1db61aca1a371fe97bad2606c9f534fb9d7d
1393,Cryptonovae(YAE),,$0.00070.000000 ETH,--,$2.00 ,"$60,697.00 ","$72,366.00 ",12670.00%,0x4ee438be38f8682abb089f2bfea48851c5e71eaf
1394,Substratum(SUB),,$0.00020.000000 ETH,--,$0.00 ,"$60,122.00 ","$112,793.84 ",357090.00%,0x8d75959f1e61ec2571aa72798237101f084de63a
1395,WAGYUSWAP.app(WAG),,$0.00110.000000 ETH,-6.92%,"$6,827.00 ","$59,721.00 ","$551,286.10 ","1,033",0x7fa7df4996ac59f398476892cfb195ed38543520
1396,hiMOONBIRDS(hiMOONBIRDS),,$0.00130.000000 ETH,33.50%,"$132,734.00 ","$59,528.00 ","$109,645.68 ",19,0x0A7b89E66a1DC16633abdfd132bAe05827d3BFa5
1397,Wrapped PRCY(WPRCY),,$0.00410.000001 ETH,-1.98%,$8.00 ,"$59,327.00 ","$8,201.13 ",2150.00%,0xdfc3829b127761a3218bfcee7fc92e1232c9d116
1398,Mackerel(MACKE),,$0.04270.000014 ETH,--,$43.00 ,"$58,908.00 ","$150,389.73 ",150,0xd69a0a9682f679f50e34de40105a93bebb2ff43d
1399,NFTY Token(NFTY),,$0.00010.000000 ETH,-3.58%,$47.00 ,"$58,345.00 ","$100,685.61 ",26540.00%,0xe1d7c7a4596b038ced2a84bf65b8647271c53208
1400,APYSwap(APYS),,$0.00590.000002 ETH,-0.39%,"$8,259.00 ","$57,834.00 ","$592,123.00 ",27640.00%,0xf7413489c474ca4399eee604716c72879eea3615
1401,Bounty0x(BNTY),,$0.00040.000000 ETH,-2.05%,"$3,942.00 ","$57,774.00 ","$175,280.00 ",204580.00%,0xd2d6158683aee4cc838067727209a0aaf4359de3
1402,Pepedex(PPDEX),,$0.11920.000038 ETH,-4.91%,$10.00 ,"$56,872.00 ","$65,086.28 ",11480.00%,0xf1F508c7C9f0d1b15a76fbA564eEf2d956220cf7
1403,WOWswap(WOW),,$0.08530.000027 ETH,--,$22.00 ,"$56,035.00 ","$6,596.07 ",350.00%,0x3405a1bd46b85c5c029483fbecf2f3e611026e45
1404,Shard(SHARD),,$0.00320.000001 ETH,-5.16%,$0.00 ,"$53,921.00 ","$241,541.50 ",2780.00%,0xbebdab6da046bc49ffbb61fbd7b33157eb270d05
1405,FantomStarter(FS),,$0.00050.000000 ETH,-0.78%,$13.00 ,"$52,991.00 ","$5,613.02 ",1,0x05eC81610aB47A094502bAC0D7eC256f06a1c6f8
1406,XYZ Governance Token(XYZ),,$0.00010.000000 ETH,--,$40.00 ,"$50,631.00 ","$77,407.00 ",24560.00%,0x618679df9efcd19694bb1daa8d00718eacfa2883
1407,PymeDAO(PYME),,$0.00010.000000 ETH,--,$7.00 ,"$49,771.00 ","$97,330.00 ",40310.00%,0x3408636A7825E894ac5521cA55494F89F96DF240
1408,Throne(THN),,$0.00160.000001 ETH,12.34%,"$89,641.00 ","$49,425.00 ","$3,202,170.01 ",63080.00%,0x2e95cea14dd384429eb3c4331b776c4cfbb6fcd9
1409,Stablecomp(SCOMP),,$0.00160.000001 ETH,--,$128.00 ,"$47,896.00 ","$308,272.64 ",4010.00%,0xd94A8f9caeD25E63eCc90EDfefAf3635eA1e182a
1410,Portion Token(PRT),,$0.00030.000000 ETH,--,$21.00 ,"$47,419.00 ","$709,450.00 ",43480.00%,0x6D0F5149c502faf215C89ab306ec3E50b15e2892
1411,DoYourTip(DYT),,$0.03270.000010 ETH,--,$0.00 ,"$47,360.00 ","$46,448.44 ",25840.00%,0x740623d2c797b7D8D1EcB98e9b4Afcf99Ec31E14
1412,FXDX(FXDX),,$0.00120.000000 ETH,15.08%,$645.00 ,"$46,818.00 ",$0.00 ,0,0x30b593f8c3ab37615359B4E0E6df2e06d55bB55d
1413,Sator (Wormhole)(SAO),,$0.00080.000000 ETH,-13.87%,"$1,003,028.00 ","$46,387.00 ","$26,960.16 ",2230.00%,0x3ef389f264e07fff3106a3926f2a166d1393086f
1414,TXA(TXA),,$0.0030.000001 ETH,16.24%,"$28,867.00 ","$46,325.00 ","$142,183.23 ",23620.17%,0x4463e6a3ded0dbe3f6e15bc8420dfc55e5fea830
1415,Sport(SPORT),,$0.00160.000001 ETH,-7.67%,$263.00 ,"$46,177.00 ",$0.27 ,1,0x96b14E64b53B9950d2a4D2292f8dc7d51a4f467A
1416,Rublix(RBLX),,$0.00220.000001 ETH,-5.18%,$0.00 ,"$45,924.00 ","$221,364.54 ",279030.00%,0xfc2c4d8f95002c14ed0a7aa65102cac9e5953b5e
1417,SurfBoard(BOARD),,$0.0020.000001 ETH,-51.46%,"$10,268.00 ","$45,299.00 ","$999,715.00 ",440.00%,0x28b06cc07090bf86323b9617b6bc564db5ba4c4d
1418,ETHA(ETHA),,$0.00480.000002 ETH,-23.49%,"$28,100.00 ","$45,277.00 ","$145,126.98 ",16740.00%,0x59e9261255644c411afdd00bd89162d09d862e38
1419,Gems(GEM),,$0.00010.000000 ETH,-2.73%,"$4,195.00 ","$44,985.00 ","$520,800.00 ",126260.00%,0xc7bba5b765581efb2cdd2679db5bea9ee79b201f
1420,Polkalokr(LKR),,$0.00120.000000 ETH,-15.17%,"$8,489.00 ","$44,744.00 ","$117,528.00 ",25240.00%,0x80ce3027a70e0a928d9268994e9b85d03bd4cdcf
1421,Stronghands Finance(ISHND),,$0.00310.000001 ETH,-4.96%,$205.00 ,"$44,713.00 ","$303,974.90 ",29,0x9e6b19874e97fe8E8CAD77f2c0AB5E7a693E5dbf
1422,Zoracles(ZORA),,$7.8830.002531 ETH,--,$0.00 ,"$43,065.00 ","$78,830.18 ",17740.06%,0xD8E3FB3b08eBA982F2754988d70D57eDc0055ae6
1423,SOHOTRN(SOHOT),,$0.00010.000000 ETH,--,$0.00 ,"$42,396.00 ","$59,030.70 ",760,0xC3f8143212871014B472EA83285aF7f25928DeE4
1424,FintruX Network(FTX),,$0.00050.000000 ETH,-5.38%,$43.00 ,"$42,130.00 ","$50,546.00 ",55400.00%,0xd559f20296ff4895da39b5bd9add54b442596a61
1425,Lunyr(LUN),,$0.01550.000005 ETH,-1.59%,$0.00 ,"$42,022.00 ","$42,021.86 ",92770.00%,0xfa05A73FfE78ef8f1a739473e462c54bae6567D9
1426,YDragon(YDR),,$0.00030.000000 ETH,--,$4.00 ,"$41,543.00 ","$132,112.00 ",10300.00%,0x3757232b55e60da4a8793183ac030cfce4c3865d
1427,NeoNomad Finance(NNI),,$0.00960.000003 ETH,-27.04%,$148.00 ,"$40,990.00 ","$1,928,107.09 ",80.00%,0x7c4014aad6e16f5cba952a493525f735676ab2d6
1428,SHOP(SHOP),,$0.00040.000000 ETH,-9.04%,$86.00 ,"$40,567.00 ","$40,567.28 ",171340.00%,0x64b78325d7495D6d4be92f234fa3f3B8d8964B8b
1429,The Other Party(POD),,$0.000.000000 ETH,--,"$1,055.00 ","$39,861.00 ","$39,859.68 ",17110.00%,0xE90CE7764d8401d19ed3733a211bd3b06c631Bc0
1430,Tapmydata(TAP),,$0.00150.000000 ETH,--,$0.00 ,"$39,565.00 ","$153,875.42 ",36400.00%,0x7f1f2d3dfa99678675ece1c243d3f7bc3746db5d
1431,ChangeBank(CAG),,$0.0020.000001 ETH,-3.80%,$0.00 ,"$39,223.00 ","$157,866.20 ",43480.00%,0x7d4b8cce0591c9044a22ee543533b72e976e36c3
1432,LFG Token [via ChainPort.io](LFG),,$0.00010.000000 ETH,-28.29%,$73.00 ,"$39,167.00 ","$2,272.21 ",1830.00%,0x969786c4a8884013d1c9ff18dcca2aedbbbfaa8f
1433,UNetworkToken(UUU),,$0.000.000000 ETH,--,$0.00 ,"$37,824.00 ","$54,000.00 ",189910.00%,0x3543638ed4a9006e4840b105944271bcea15605d
1434,SNGLS(SNGLS),,$0.000.000000 ETH,--,$3.00 ,"$37,026.00 ","$41,600.00 ",122440.00%,0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009
1435,Insula(ISLA),,$0.04060.000013 ETH,--,$18.00 ,"$36,886.00 ","$38,902.78 ",35040.00%,0x697ef32b4a3f5a4c39de1cb7563f24ca7bfc5947
1436,hiSEALS(hiSEALS),,$0.00120.000000 ETH,-1.29%,"$124,993.00 ","$36,856.00 ","$202,038.76 ",42,0x286F851b049CcCE1419e09b6468dC3297F86A703
1437,Hiveterminal Token(HVN),,$0.00010.000000 ETH,--,$0.00 ,"$35,940.00 ","$49,965.00 ",45260.00%,0xC0Eb85285d83217CD7c891702bcbC0FC401E2D9D
1438,BitBall(BTB),,$0.00010.000000 ETH,79.89%,$11.00 ,"$35,666.00 ","$55,730.00 ","6,717-0.015%",0x06e0feb0d74106c7ada8497754074d222ec6bcdf
1439,Work Quest Token(WQT),,$0.00020.000000 ETH,18.48%,"$53,244.00 ","$34,421.00 ","$20,973.00 ",11720.00%,0x06677dc4fe12d3ba3c7ccfd0df8cd45e4d4095bf
1440,SMTYToken(SMTY),,$0.00670.000002 ETH,-2.49%,"$261,231.00 ","$34,272.00 ","$117,269.19 ",6790.00%,0xbf776e4fca664d791c4ee3a71e2722990e003283
1441,Flixx(FLIXX),,$0.00040.000000 ETH,-5.18%,$22.00 ,"$33,847.00 ","$89,171.40 ",29350.00%,0xf04a8ac553fcedb5ba99a64799155826c136b0be
